ts,service,region,rps
2026-01-31T13:33:00Z,orders-api,us-east,77.96
2026-01-31T13:34:00Z,orders-api,us-east,90.18
2026-01-31T13:35:00Z,orders-api,us-east,81.38
2026-01-31T13:36:00Z,orders-api,us-east,85.68
2026-01-31T13:37:00Z,orders-api,us-east,94.02
2026-01-31T13:38:00Z,orders-api,us-east,87.86
2026-01-31T13:39:00Z,orders-api,us-east,79.48
2026-01-31T13:40:00Z,orders-api,us-east,82.01
2026-01-31T13:41:00Z,orders-api,us-east,60.88
2026-01-31T13:42:00Z,orders-api,us-east,80.86
2026-01-31T13:43:00Z,orders-api,us-east,76.97
2026-01-31T13:44:00Z,orders-api,us-east,81.6
2026-01-31T13:45:00Z,orders-api,us-east,77.81
2026-01-31T13:46:00Z,orders-api,us-east,76.29
2026-01-31T13:47:00Z,orders-api,us-east,66.6
2026-01-31T13:48:00Z,orders-api,us-east,72.55
2026-01-31T13:49:00Z,orders-api,us-east,88.61
2026-01-31T13:50:00Z,orders-api,us-east,91.68
2026-01-31T13:51:00Z,orders-api,us-east,80.48
2026-01-31T13:52:00Z,orders-api,us-east,77.42
2026-01-31T13:53:00Z,orders-api,us-east,86.23
2026-01-31T13:54:00Z,orders-api,us-east,78.89
2026-01-31T13:55:00Z,orders-api,us-east,79.43
2026-01-31T13:56:00Z,orders-api,us-east,75.34
2026-01-31T13:57:00Z,orders-api,us-east,87.36
2026-01-31T13:58:00Z,orders-api,us-east,79.52
2026-01-31T13:59:00Z,orders-api,us-east,77.94
2026-01-31T14:00:00Z,orders-api,us-east,72.1
2026-01-31T14:01:00Z,orders-api,us-east,82.68
2026-01-31T14:02:00Z,orders-api,us-east,92.64
2026-01-31T14:03:00Z,orders-api,us-east,66.31
2026-01-31T14:04:00Z,orders-api,us-east,75.6
2026-01-31T14:05:00Z,orders-api,us-east,78.69
2026-01-31T14:06:00Z,orders-api,us-east,81.96
2026-01-31T14:07:00Z,orders-api,us-east,70.74
2026-01-31T14:08:00Z,orders-api,us-east,54.3
2026-01-31T14:09:00Z,orders-api,us-east,90.66
2026-01-31T14:10:00Z,orders-api,us-east,84.74
2026-01-31T14:11:00Z,orders-api,us-east,64.27
2026-01-31T14:12:00Z,orders-api,us-east,71.28
2026-01-31T14:13:00Z,orders-api,us-east,94.81
2026-01-31T14:14:00Z,orders-api,us-east,87.56
2026-01-31T14:15:00Z,orders-api,us-east,85.9
2026-01-31T14:16:00Z,orders-api,us-east,78.33
2026-01-31T14:17:00Z,orders-api,us-east,77.44
2026-01-31T14:18:00Z,orders-api,us-east,71.51
2026-01-31T14:19:00Z,orders-api,us-east,87.33
2026-01-31T14:20:00Z,orders-api,us-east,70.52
2026-01-31T14:21:00Z,orders-api,us-east,67.24
2026-01-31T14:22:00Z,orders-api,us-east,85.75
2026-01-31T14:23:00Z,orders-api,us-east,76.16
2026-01-31T14:24:00Z,orders-api,us-east,88.65
2026-01-31T14:25:00Z,orders-api,us-east,68.24
2026-01-31T14:26:00Z,orders-api,us-east,77.83
2026-01-31T14:27:00Z,orders-api,us-east,67.83
2026-01-31T14:28:00Z,orders-api,us-east,74.03
2026-01-31T14:29:00Z,orders-api,us-east,65.89
2026-01-31T14:30:00Z,orders-api,us-east,74.11
2026-01-31T14:31:00Z,orders-api,us-east,64.84
2026-01-31T14:32:00Z,orders-api,us-east,83.09
2026-01-31T14:33:00Z,orders-api,us-east,80.26
2026-01-31T14:34:00Z,orders-api,us-east,61.04
2026-01-31T14:35:00Z,orders-api,us-east,89.67
2026-01-31T14:36:00Z,orders-api,us-east,88.77
2026-01-31T14:37:00Z,orders-api,us-east,71.13
2026-01-31T14:38:00Z,orders-api,us-east,69.7
2026-01-31T14:39:00Z,orders-api,us-east,96.3
2026-01-31T14:40:00Z,orders-api,us-east,67.05
2026-01-31T14:41:00Z,orders-api,us-east,74.41
2026-01-31T14:42:00Z,orders-api,us-east,77.14
2026-01-31T14:43:00Z,orders-api,us-east,88.07
2026-01-31T14:44:00Z,orders-api,us-east,80.09
2026-01-31T14:45:00Z,orders-api,us-east,68.57
2026-01-31T14:46:00Z,orders-api,us-east,68.04
2026-01-31T14:47:00Z,orders-api,us-east,68.3
2026-01-31T14:48:00Z,orders-api,us-east,68.45
2026-01-31T14:49:00Z,orders-api,us-east,74.2
2026-01-31T14:50:00Z,orders-api,us-east,71.25
2026-01-31T14:51:00Z,orders-api,us-east,61.96
2026-01-31T14:52:00Z,orders-api,us-east,83.63
2026-01-31T14:53:00Z,orders-api,us-east,71.18
2026-01-31T14:54:00Z,orders-api,us-east,64.74
2026-01-31T14:55:00Z,orders-api,us-east,71.54
2026-01-31T14:56:00Z,orders-api,us-east,71.63
2026-01-31T14:57:00Z,orders-api,us-east,59.24
2026-01-31T14:58:00Z,orders-api,us-east,77.28
2026-01-31T14:59:00Z,orders-api,us-east,68.1
2026-01-31T15:00:00Z,orders-api,us-east,86.88
2026-01-31T15:01:00Z,orders-api,us-east,75.99
2026-01-31T15:02:00Z,orders-api,us-east,67.94
2026-01-31T15:03:00Z,orders-api,us-east,68.11
2026-01-31T15:04:00Z,orders-api,us-east,72.06
2026-01-31T15:05:00Z,orders-api,us-east,77.1
2026-01-31T15:06:00Z,orders-api,us-east,76.72
2026-01-31T15:07:00Z,orders-api,us-east,72.57
2026-01-31T15:08:00Z,orders-api,us-east,74.89
2026-01-31T15:09:00Z,orders-api,us-east,67.46
2026-01-31T15:10:00Z,orders-api,us-east,70.43
2026-01-31T15:11:00Z,orders-api,us-east,56.82
2026-01-31T15:12:00Z,orders-api,us-east,79.67
2026-01-31T15:13:00Z,orders-api,us-east,77.34
2026-01-31T15:14:00Z,orders-api,us-east,65.75
2026-01-31T15:15:00Z,orders-api,us-east,91.12
2026-01-31T15:16:00Z,orders-api,us-east,75.3
2026-01-31T15:17:00Z,orders-api,us-east,65.75
2026-01-31T15:18:00Z,orders-api,us-east,79.92
2026-01-31T15:19:00Z,orders-api,us-east,75.79
2026-01-31T15:20:00Z,orders-api,us-east,78.31
2026-01-31T15:21:00Z,orders-api,us-east,68.6
2026-01-31T15:22:00Z,orders-api,us-east,71.04
2026-01-31T15:23:00Z,orders-api,us-east,70.01
2026-01-31T15:24:00Z,orders-api,us-east,76.19
2026-01-31T15:25:00Z,orders-api,us-east,56.25
2026-01-31T15:26:00Z,orders-api,us-east,71.18
2026-01-31T15:27:00Z,orders-api,us-east,82.53
2026-01-31T15:28:00Z,orders-api,us-east,65.91
2026-01-31T15:29:00Z,orders-api,us-east,67.57
2026-01-31T15:30:00Z,orders-api,us-east,67.67
2026-01-31T15:31:00Z,orders-api,us-east,64.54
2026-01-31T15:32:00Z,orders-api,us-east,57.49
2026-01-31T15:33:00Z,orders-api,us-east,70.86
2026-01-31T15:34:00Z,orders-api,us-east,74.26
2026-01-31T15:35:00Z,orders-api,us-east,73.48
2026-01-31T15:36:00Z,orders-api,us-east,71.7
2026-01-31T15:37:00Z,orders-api,us-east,76.68
2026-01-31T15:38:00Z,orders-api,us-east,79.56
2026-01-31T15:39:00Z,orders-api,us-east,71.7
2026-01-31T15:40:00Z,orders-api,us-east,66.98
2026-01-31T15:41:00Z,orders-api,us-east,72.73
2026-01-31T15:42:00Z,orders-api,us-east,74.89
2026-01-31T15:43:00Z,orders-api,us-east,81.35
2026-01-31T15:44:00Z,orders-api,us-east,67.25
2026-01-31T15:45:00Z,orders-api,us-east,76.24
2026-01-31T15:46:00Z,orders-api,us-east,78.32
2026-01-31T15:47:00Z,orders-api,us-east,60.96
2026-01-31T15:48:00Z,orders-api,us-east,74.46
2026-01-31T15:49:00Z,orders-api,us-east,60.62
2026-01-31T15:50:00Z,orders-api,us-east,57.09
2026-01-31T15:51:00Z,orders-api,us-east,78.23
2026-01-31T15:52:00Z,orders-api,us-east,70.58
2026-01-31T15:53:00Z,orders-api,us-east,75.25
2026-01-31T15:54:00Z,orders-api,us-east,72.8
2026-01-31T15:55:00Z,orders-api,us-east,63.43
2026-01-31T15:56:00Z,orders-api,us-east,72.1
2026-01-31T15:57:00Z,orders-api,us-east,62.77
2026-01-31T15:58:00Z,orders-api,us-east,80.5
2026-01-31T15:59:00Z,orders-api,us-east,62.43
2026-01-31T16:00:00Z,orders-api,us-east,73.31
2026-01-31T16:01:00Z,orders-api,us-east,66.4
2026-01-31T16:02:00Z,orders-api,us-east,74.58
2026-01-31T16:03:00Z,orders-api,us-east,68.77
2026-01-31T16:04:00Z,orders-api,us-east,69.46
2026-01-31T16:05:00Z,orders-api,us-east,78.53
2026-01-31T16:06:00Z,orders-api,us-east,70.89
2026-01-31T16:07:00Z,orders-api,us-east,78.87
2026-01-31T16:08:00Z,orders-api,us-east,63.8
2026-01-31T16:09:00Z,orders-api,us-east,58.24
2026-01-31T16:10:00Z,orders-api,us-east,74.58
2026-01-31T16:11:00Z,orders-api,us-east,71.74
2026-01-31T16:12:00Z,orders-api,us-east,76.22
2026-01-31T16:13:00Z,orders-api,us-east,72.91
2026-01-31T16:14:00Z,orders-api,us-east,69.91
2026-01-31T16:15:00Z,orders-api,us-east,58.98
2026-01-31T16:16:00Z,orders-api,us-east,86.05
2026-01-31T16:17:00Z,orders-api,us-east,73.8
2026-01-31T16:18:00Z,orders-api,us-east,80.65
2026-01-31T16:19:00Z,orders-api,us-east,64.81
2026-01-31T16:20:00Z,orders-api,us-east,74.08
2026-01-31T16:21:00Z,orders-api,us-east,64.9
2026-01-31T16:22:00Z,orders-api,us-east,79.13
2026-01-31T16:23:00Z,orders-api,us-east,67.25
2026-01-31T16:24:00Z,orders-api,us-east,72.14
2026-01-31T16:25:00Z,orders-api,us-east,79.26
2026-01-31T16:26:00Z,orders-api,us-east,63.23
2026-01-31T16:27:00Z,orders-api,us-east,68.74
2026-01-31T16:28:00Z,orders-api,us-east,74.8
2026-01-31T16:29:00Z,orders-api,us-east,90.85
2026-01-31T16:30:00Z,orders-api,us-east,71.57
2026-01-31T16:31:00Z,orders-api,us-east,79.61
2026-01-31T16:32:00Z,orders-api,us-east,70.27
2026-01-31T16:33:00Z,orders-api,us-east,85.95
2026-01-31T16:34:00Z,orders-api,us-east,59.26
2026-01-31T16:35:00Z,orders-api,us-east,74.07
2026-01-31T16:36:00Z,orders-api,us-east,59.08
2026-01-31T16:37:00Z,orders-api,us-east,52.73
2026-01-31T16:38:00Z,orders-api,us-east,74.81
2026-01-31T16:39:00Z,orders-api,us-east,75.67
2026-01-31T16:40:00Z,orders-api,us-east,70.23
2026-01-31T16:41:00Z,orders-api,us-east,72.19
2026-01-31T16:42:00Z,orders-api,us-east,95.92
2026-01-31T16:43:00Z,orders-api,us-east,72.44
2026-01-31T16:44:00Z,orders-api,us-east,76.73
2026-01-31T16:45:00Z,orders-api,us-east,71.75
2026-01-31T16:46:00Z,orders-api,us-east,74.1
2026-01-31T16:47:00Z,orders-api,us-east,71.19
2026-01-31T16:48:00Z,orders-api,us-east,69.79
2026-01-31T16:49:00Z,orders-api,us-east,87.13
2026-01-31T16:50:00Z,orders-api,us-east,86.13
2026-01-31T16:51:00Z,orders-api,us-east,69.67
2026-01-31T16:52:00Z,orders-api,us-east,55.95
2026-01-31T16:53:00Z,orders-api,us-east,69.93
2026-01-31T16:54:00Z,orders-api,us-east,96.01
2026-01-31T16:55:00Z,orders-api,us-east,70.36
2026-01-31T16:56:00Z,orders-api,us-east,82.21
2026-01-31T16:57:00Z,orders-api,us-east,85.07
2026-01-31T16:58:00Z,orders-api,us-east,73.66
2026-01-31T16:59:00Z,orders-api,us-east,65.87
2026-01-31T17:00:00Z,orders-api,us-east,57.24
2026-01-31T17:01:00Z,orders-api,us-east,78.87
2026-01-31T17:02:00Z,orders-api,us-east,66.96
2026-01-31T17:03:00Z,orders-api,us-east,77.9
2026-01-31T17:04:00Z,orders-api,us-east,64.9
2026-01-31T17:05:00Z,orders-api,us-east,71.63
2026-01-31T17:06:00Z,orders-api,us-east,73.64
2026-01-31T17:07:00Z,orders-api,us-east,75.16
2026-01-31T17:08:00Z,orders-api,us-east,68.7
2026-01-31T17:09:00Z,orders-api,us-east,81.17
2026-01-31T17:10:00Z,orders-api,us-east,67.07
2026-01-31T17:11:00Z,orders-api,us-east,59.49
2026-01-31T17:12:00Z,orders-api,us-east,70.78
2026-01-31T17:13:00Z,orders-api,us-east,74.91
2026-01-31T17:14:00Z,orders-api,us-east,77.32
2026-01-31T17:15:00Z,orders-api,us-east,84.03
2026-01-31T17:16:00Z,orders-api,us-east,70.85
2026-01-31T17:17:00Z,orders-api,us-east,75.31
2026-01-31T17:18:00Z,orders-api,us-east,66.03
2026-01-31T17:19:00Z,orders-api,us-east,74.45
2026-01-31T17:20:00Z,orders-api,us-east,71.94
2026-01-31T17:21:00Z,orders-api,us-east,72.45
2026-01-31T17:22:00Z,orders-api,us-east,62.11
2026-01-31T17:23:00Z,orders-api,us-east,86.73
2026-01-31T17:24:00Z,orders-api,us-east,65.5
2026-01-31T17:25:00Z,orders-api,us-east,70.35
2026-01-31T17:26:00Z,orders-api,us-east,79.54
2026-01-31T17:27:00Z,orders-api,us-east,63.2
2026-01-31T17:28:00Z,orders-api,us-east,63.67
2026-01-31T17:29:00Z,orders-api,us-east,58.19
2026-01-31T17:30:00Z,orders-api,us-east,80.53
2026-01-31T17:31:00Z,orders-api,us-east,69.72
2026-01-31T17:32:00Z,orders-api,us-east,99.25
2026-01-31T17:33:00Z,orders-api,us-east,65.85
2026-01-31T17:34:00Z,orders-api,us-east,67.24
2026-01-31T17:35:00Z,orders-api,us-east,72.31
2026-01-31T17:36:00Z,orders-api,us-east,77.94
2026-01-31T17:37:00Z,orders-api,us-east,68.87
2026-01-31T17:38:00Z,orders-api,us-east,83.29
2026-01-31T17:39:00Z,orders-api,us-east,67.11
2026-01-31T17:40:00Z,orders-api,us-east,65.79
2026-01-31T17:41:00Z,orders-api,us-east,61.24
2026-01-31T17:42:00Z,orders-api,us-east,58.32
2026-01-31T17:43:00Z,orders-api,us-east,74.62
2026-01-31T17:44:00Z,orders-api,us-east,72.1
2026-01-31T17:45:00Z,orders-api,us-east,71.56
2026-01-31T17:46:00Z,orders-api,us-east,84.31
2026-01-31T17:47:00Z,orders-api,us-east,87.21
2026-01-31T17:48:00Z,orders-api,us-east,69.65
2026-01-31T17:49:00Z,orders-api,us-east,60.68
2026-01-31T17:50:00Z,orders-api,us-east,75.86
2026-01-31T17:51:00Z,orders-api,us-east,68.27
2026-01-31T17:52:00Z,orders-api,us-east,70.97
2026-01-31T17:53:00Z,orders-api,us-east,70.5
2026-01-31T17:54:00Z,orders-api,us-east,72.64
2026-01-31T17:55:00Z,orders-api,us-east,72.54
2026-01-31T17:56:00Z,orders-api,us-east,72.67
2026-01-31T17:57:00Z,orders-api,us-east,78.16
2026-01-31T17:58:00Z,orders-api,us-east,77.88
2026-01-31T17:59:00Z,orders-api,us-east,69.04
2026-01-31T18:00:00Z,orders-api,us-east,87.81
2026-01-31T18:01:00Z,orders-api,us-east,71.22
2026-01-31T18:02:00Z,orders-api,us-east,63.38
2026-01-31T18:03:00Z,orders-api,us-east,80.33
2026-01-31T18:04:00Z,orders-api,us-east,72.8
2026-01-31T18:05:00Z,orders-api,us-east,79.17
2026-01-31T18:06:00Z,orders-api,us-east,58.26
2026-01-31T18:07:00Z,orders-api,us-east,88.35
2026-01-31T18:08:00Z,orders-api,us-east,85.52
2026-01-31T18:09:00Z,orders-api,us-east,66.23
2026-01-31T18:10:00Z,orders-api,us-east,69.86
2026-01-31T18:11:00Z,orders-api,us-east,93.61
2026-01-31T18:12:00Z,orders-api,us-east,71.54
2026-01-31T18:13:00Z,orders-api,us-east,73.33
2026-01-31T18:14:00Z,orders-api,us-east,62.35
2026-01-31T18:15:00Z,orders-api,us-east,74.43
2026-01-31T18:16:00Z,orders-api,us-east,79.02
2026-01-31T18:17:00Z,orders-api,us-east,84.08
2026-01-31T18:18:00Z,orders-api,us-east,68.1
2026-01-31T18:19:00Z,orders-api,us-east,69.68
2026-01-31T18:20:00Z,orders-api,us-east,81.28
2026-01-31T18:21:00Z,orders-api,us-east,87.39
2026-01-31T18:22:00Z,orders-api,us-east,67.59
2026-01-31T18:23:00Z,orders-api,us-east,90.92
2026-01-31T18:24:00Z,orders-api,us-east,78.79
2026-01-31T18:25:00Z,orders-api,us-east,90.61
2026-01-31T18:26:00Z,orders-api,us-east,83.74
2026-01-31T18:27:00Z,orders-api,us-east,61.01
2026-01-31T18:28:00Z,orders-api,us-east,75.69
2026-01-31T18:29:00Z,orders-api,us-east,93.2
2026-01-31T18:30:00Z,orders-api,us-east,74.09
2026-01-31T18:31:00Z,orders-api,us-east,82.89
2026-01-31T18:32:00Z,orders-api,us-east,79.78
2026-01-31T18:33:00Z,orders-api,us-east,60.37
2026-01-31T18:34:00Z,orders-api,us-east,101.08
2026-01-31T18:35:00Z,orders-api,us-east,70.64
2026-01-31T18:36:00Z,orders-api,us-east,84.68
2026-01-31T18:37:00Z,orders-api,us-east,80.84
2026-01-31T18:38:00Z,orders-api,us-east,96.17
2026-01-31T18:39:00Z,orders-api,us-east,83.61
2026-01-31T18:40:00Z,orders-api,us-east,83.38
2026-01-31T18:41:00Z,orders-api,us-east,75.32
2026-01-31T18:42:00Z,orders-api,us-east,87.63
2026-01-31T18:43:00Z,orders-api,us-east,66.58
2026-01-31T18:44:00Z,orders-api,us-east,91.01
2026-01-31T18:45:00Z,orders-api,us-east,75.4
2026-01-31T18:46:00Z,orders-api,us-east,91.79
2026-01-31T18:47:00Z,orders-api,us-east,89.29
2026-01-31T18:48:00Z,orders-api,us-east,89.57
2026-01-31T18:49:00Z,orders-api,us-east,86.19
2026-01-31T18:50:00Z,orders-api,us-east,74.89
2026-01-31T18:51:00Z,orders-api,us-east,78.95
2026-01-31T18:52:00Z,orders-api,us-east,92.25
2026-01-31T18:53:00Z,orders-api,us-east,85.0
2026-01-31T18:54:00Z,orders-api,us-east,94.07
2026-01-31T18:55:00Z,orders-api,us-east,86.71
2026-01-31T18:56:00Z,orders-api,us-east,76.54
2026-01-31T18:57:00Z,orders-api,us-east,79.19
2026-01-31T18:58:00Z,orders-api,us-east,83.27
2026-01-31T18:59:00Z,orders-api,us-east,68.76
2026-01-31T19:00:00Z,orders-api,us-east,100.23
2026-01-31T19:01:00Z,orders-api,us-east,89.34
2026-01-31T19:02:00Z,orders-api,us-east,96.44
2026-01-31T19:03:00Z,orders-api,us-east,72.72
2026-01-31T19:04:00Z,orders-api,us-east,91.57
2026-01-31T19:05:00Z,orders-api,us-east,98.87
2026-01-31T19:06:00Z,orders-api,us-east,73.98
2026-01-31T19:07:00Z,orders-api,us-east,95.9
2026-01-31T19:08:00Z,orders-api,us-east,83.74
2026-01-31T19:09:00Z,orders-api,us-east,72.92
2026-01-31T19:10:00Z,orders-api,us-east,96.44
2026-01-31T19:11:00Z,orders-api,us-east,92.52
2026-01-31T19:12:00Z,orders-api,us-east,76.48
2026-01-31T19:13:00Z,orders-api,us-east,95.27
2026-01-31T19:14:00Z,orders-api,us-east,72.25
2026-01-31T19:15:00Z,orders-api,us-east,75.09
2026-01-31T19:16:00Z,orders-api,us-east,89.05
2026-01-31T19:17:00Z,orders-api,us-east,93.33
2026-01-31T19:18:00Z,orders-api,us-east,82.59
2026-01-31T19:19:00Z,orders-api,us-east,92.8
2026-01-31T19:20:00Z,orders-api,us-east,91.25
2026-01-31T19:21:00Z,orders-api,us-east,94.23
2026-01-31T19:22:00Z,orders-api,us-east,89.94
2026-01-31T19:23:00Z,orders-api,us-east,96.51
2026-01-31T19:24:00Z,orders-api,us-east,83.06
2026-01-31T19:25:00Z,orders-api,us-east,105.56
2026-01-31T19:26:00Z,orders-api,us-east,80.62
2026-01-31T19:27:00Z,orders-api,us-east,104.55
2026-01-31T19:28:00Z,orders-api,us-east,91.14
2026-01-31T19:29:00Z,orders-api,us-east,79.64
2026-01-31T19:30:00Z,orders-api,us-east,98.98
2026-01-31T19:31:00Z,orders-api,us-east,95.76
2026-01-31T19:32:00Z,orders-api,us-east,98.8
2026-01-31T19:33:00Z,orders-api,us-east,103.25
2026-01-31T19:34:00Z,orders-api,us-east,93.1
2026-01-31T19:35:00Z,orders-api,us-east,86.24
2026-01-31T19:36:00Z,orders-api,us-east,100.39
2026-01-31T19:37:00Z,orders-api,us-east,91.43
2026-01-31T19:38:00Z,orders-api,us-east,98.62
2026-01-31T19:39:00Z,orders-api,us-east,75.96
2026-01-31T19:40:00Z,orders-api,us-east,91.22
2026-01-31T19:41:00Z,orders-api,us-east,86.7
2026-01-31T19:42:00Z,orders-api,us-east,102.03
2026-01-31T19:43:00Z,orders-api,us-east,94.08
2026-01-31T19:44:00Z,orders-api,us-east,96.56
2026-01-31T19:45:00Z,orders-api,us-east,97.38
2026-01-31T19:46:00Z,orders-api,us-east,86.9
2026-01-31T19:47:00Z,orders-api,us-east,105.71
2026-01-31T19:48:00Z,orders-api,us-east,108.66
2026-01-31T19:49:00Z,orders-api,us-east,97.76
2026-01-31T19:50:00Z,orders-api,us-east,108.47
2026-01-31T19:51:00Z,orders-api,us-east,86.74
2026-01-31T19:52:00Z,orders-api,us-east,88.15
2026-01-31T19:53:00Z,orders-api,us-east,92.89
2026-01-31T19:54:00Z,orders-api,us-east,96.19
2026-01-31T19:55:00Z,orders-api,us-east,92.98
2026-01-31T19:56:00Z,orders-api,us-east,99.13
2026-01-31T19:57:00Z,orders-api,us-east,96.98
2026-01-31T19:58:00Z,orders-api,us-east,82.26
2026-01-31T19:59:00Z,orders-api,us-east,97.79
2026-01-31T20:00:00Z,orders-api,us-east,103.48
2026-01-31T20:01:00Z,orders-api,us-east,98.88
2026-01-31T20:02:00Z,orders-api,us-east,104.04
2026-01-31T20:03:00Z,orders-api,us-east,85.04
2026-01-31T20:04:00Z,orders-api,us-east,95.63
2026-01-31T20:05:00Z,orders-api,us-east,84.99
2026-01-31T20:06:00Z,orders-api,us-east,86.74
2026-01-31T20:07:00Z,orders-api,us-east,91.58
2026-01-31T20:08:00Z,orders-api,us-east,90.6
2026-01-31T20:09:00Z,orders-api,us-east,94.4
2026-01-31T20:10:00Z,orders-api,us-east,90.69
2026-01-31T20:11:00Z,orders-api,us-east,103.79
2026-01-31T20:12:00Z,orders-api,us-east,93.77
2026-01-31T20:13:00Z,orders-api,us-east,85.19
2026-01-31T20:14:00Z,orders-api,us-east,107.58
2026-01-31T20:15:00Z,orders-api,us-east,87.74
2026-01-31T20:16:00Z,orders-api,us-east,103.57
2026-01-31T20:17:00Z,orders-api,us-east,102.89
2026-01-31T20:18:00Z,orders-api,us-east,97.33
2026-01-31T20:19:00Z,orders-api,us-east,105.97
2026-01-31T20:20:00Z,orders-api,us-east,99.15
2026-01-31T20:21:00Z,orders-api,us-east,91.53
2026-01-31T20:22:00Z,orders-api,us-east,116.41
2026-01-31T20:23:00Z,orders-api,us-east,102.4
2026-01-31T20:24:00Z,orders-api,us-east,97.01
2026-01-31T20:25:00Z,orders-api,us-east,115.27
2026-01-31T20:26:00Z,orders-api,us-east,99.79
2026-01-31T20:27:00Z,orders-api,us-east,101.52
2026-01-31T20:28:00Z,orders-api,us-east,120.06
2026-01-31T20:29:00Z,orders-api,us-east,96.01
2026-01-31T20:30:00Z,orders-api,us-east,100.32
2026-01-31T20:31:00Z,orders-api,us-east,98.53
2026-01-31T20:32:00Z,orders-api,us-east,111.48
2026-01-31T20:33:00Z,orders-api,us-east,88.53
2026-01-31T20:34:00Z,orders-api,us-east,90.29
2026-01-31T20:35:00Z,orders-api,us-east,94.77
2026-01-31T20:36:00Z,orders-api,us-east,92.2
2026-01-31T20:37:00Z,orders-api,us-east,99.14
2026-01-31T20:38:00Z,orders-api,us-east,107.91
2026-01-31T20:39:00Z,orders-api,us-east,90.96
2026-01-31T20:40:00Z,orders-api,us-east,90.82
2026-01-31T20:41:00Z,orders-api,us-east,102.6
2026-01-31T20:42:00Z,orders-api,us-east,112.5
2026-01-31T20:43:00Z,orders-api,us-east,88.49
2026-01-31T20:44:00Z,orders-api,us-east,115.33
2026-01-31T20:45:00Z,orders-api,us-east,109.31
2026-01-31T20:46:00Z,orders-api,us-east,104.7
2026-01-31T20:47:00Z,orders-api,us-east,112.5
2026-01-31T20:48:00Z,orders-api,us-east,122.19
2026-01-31T20:49:00Z,orders-api,us-east,103.08
2026-01-31T20:50:00Z,orders-api,us-east,104.81
2026-01-31T20:51:00Z,orders-api,us-east,108.05
2026-01-31T20:52:00Z,orders-api,us-east,106.12
2026-01-31T20:53:00Z,orders-api,us-east,115.83
2026-01-31T20:54:00Z,orders-api,us-east,92.41
2026-01-31T20:55:00Z,orders-api,us-east,102.68
2026-01-31T20:56:00Z,orders-api,us-east,115.94
2026-01-31T20:57:00Z,orders-api,us-east,115.69
2026-01-31T20:58:00Z,orders-api,us-east,106.53
2026-01-31T20:59:00Z,orders-api,us-east,111.44
2026-01-31T21:00:00Z,orders-api,us-east,108.01
2026-01-31T21:01:00Z,orders-api,us-east,123.59
2026-01-31T21:02:00Z,orders-api,us-east,104.12
2026-01-31T21:03:00Z,orders-api,us-east,117.75
2026-01-31T21:04:00Z,orders-api,us-east,133.1
2026-01-31T21:05:00Z,orders-api,us-east,110.79
2026-01-31T21:06:00Z,orders-api,us-east,112.39
2026-01-31T21:07:00Z,orders-api,us-east,113.72
2026-01-31T21:08:00Z,orders-api,us-east,103.45
2026-01-31T21:09:00Z,orders-api,us-east,124.66
2026-01-31T21:10:00Z,orders-api,us-east,113.26
2026-01-31T21:11:00Z,orders-api,us-east,105.47
2026-01-31T21:12:00Z,orders-api,us-east,102.58
2026-01-31T21:13:00Z,orders-api,us-east,118.98
2026-01-31T21:14:00Z,orders-api,us-east,110.46
2026-01-31T21:15:00Z,orders-api,us-east,105.1
2026-01-31T21:16:00Z,orders-api,us-east,117.46
2026-01-31T21:17:00Z,orders-api,us-east,94.1
2026-01-31T21:18:00Z,orders-api,us-east,110.02
2026-01-31T21:19:00Z,orders-api,us-east,113.59
2026-01-31T21:20:00Z,orders-api,us-east,124.35
2026-01-31T21:21:00Z,orders-api,us-east,105.08
2026-01-31T21:22:00Z,orders-api,us-east,102.39
2026-01-31T21:23:00Z,orders-api,us-east,107.58
2026-01-31T21:24:00Z,orders-api,us-east,102.47
2026-01-31T21:25:00Z,orders-api,us-east,121.56
2026-01-31T21:26:00Z,orders-api,us-east,124.48
2026-01-31T21:27:00Z,orders-api,us-east,118.04
2026-01-31T21:28:00Z,orders-api,us-east,123.16
2026-01-31T21:29:00Z,orders-api,us-east,115.83
2026-01-31T21:30:00Z,orders-api,us-east,112.81
2026-01-31T21:31:00Z,orders-api,us-east,109.02
2026-01-31T21:32:00Z,orders-api,us-east,105.95
2026-01-31T21:33:00Z,orders-api,us-east,99.3
2026-01-31T21:34:00Z,orders-api,us-east,116.32
2026-01-31T21:35:00Z,orders-api,us-east,112.47
2026-01-31T21:36:00Z,orders-api,us-east,118.54
2026-01-31T21:37:00Z,orders-api,us-east,113.19
2026-01-31T21:38:00Z,orders-api,us-east,113.82
2026-01-31T21:39:00Z,orders-api,us-east,109.03
2026-01-31T21:40:00Z,orders-api,us-east,112.91
2026-01-31T21:41:00Z,orders-api,us-east,120.85
2026-01-31T21:42:00Z,orders-api,us-east,108.31
2026-01-31T21:43:00Z,orders-api,us-east,121.01
2026-01-31T21:44:00Z,orders-api,us-east,120.76
2026-01-31T21:45:00Z,orders-api,us-east,111.89
2026-01-31T21:46:00Z,orders-api,us-east,109.65
2026-01-31T21:47:00Z,orders-api,us-east,119.02
2026-01-31T21:48:00Z,orders-api,us-east,110.2
2026-01-31T21:49:00Z,orders-api,us-east,116.4
2026-01-31T21:50:00Z,orders-api,us-east,106.2
2026-01-31T21:51:00Z,orders-api,us-east,126.2
