ts,service,region,p50_ms,p95_ms,p99_ms
2026-01-24 16:14:00+00:00,orders-api,us-east,101.48,212.66,373.3
2026-01-24 16:15:00+00:00,orders-api,us-east,104.69,223.63,379.33
2026-01-24 16:16:00+00:00,orders-api,us-east,93.54,196.28,376.35
2026-01-24 16:17:00+00:00,orders-api,us-east,95.79,225.9,403.41
2026-01-24 16:18:00+00:00,orders-api,us-east,100.15,213.9,409.07
2026-01-24 16:19:00+00:00,orders-api,us-east,103.4,196.94,359.55
2026-01-24 16:20:00+00:00,orders-api,us-east,96.1,194.66,378.44
2026-01-24 16:21:00+00:00,orders-api,us-east,97.72,199.86,381.86
2026-01-24 16:22:00+00:00,orders-api,us-east,107.29,220.09,382.94
2026-01-24 16:23:00+00:00,orders-api,us-east,98.15,195.45,363.8
2026-01-24 16:24:00+00:00,orders-api,us-east,106.82,235.1,401.17
2026-01-24 16:25:00+00:00,orders-api,us-east,102.15,218.16,354.51
2026-01-24 16:26:00+00:00,orders-api,us-east,99.27,210.87,370.38
2026-01-24 16:27:00+00:00,orders-api,us-east,91.92,192.91,368.25
2026-01-24 16:28:00+00:00,orders-api,us-east,98.7,211.74,402.25
2026-01-24 16:29:00+00:00,orders-api,us-east,92.0,214.74,373.22
2026-01-24 16:30:00+00:00,orders-api,us-east,92.28,179.61,334.06
2026-01-24 16:31:00+00:00,orders-api,us-east,107.72,212.45,413.79
2026-01-24 16:32:00+00:00,orders-api,us-east,97.46,198.45,383.19
2026-01-24 16:33:00+00:00,orders-api,us-east,104.68,227.6,410.76
2026-01-24 16:34:00+00:00,orders-api,us-east,97.0,184.22,390.47
2026-01-24 16:35:00+00:00,orders-api,us-east,93.39,218.3,357.42
2026-01-24 16:36:00+00:00,orders-api,us-east,94.22,203.8,413.32
2026-01-24 16:37:00+00:00,orders-api,us-east,105.85,204.87,413.41
2026-01-24 16:38:00+00:00,orders-api,us-east,101.5,197.11,359.51
2026-01-24 16:39:00+00:00,orders-api,us-east,94.18,189.47,424.94
2026-01-24 16:40:00+00:00,orders-api,us-east,91.84,189.46,331.37
2026-01-24 16:41:00+00:00,orders-api,us-east,103.52,220.93,424.73
2026-01-24 16:42:00+00:00,orders-api,us-east,106.07,219.28,432.5
2026-01-24 16:43:00+00:00,orders-api,us-east,105.45,241.32,415.64
2026-01-24 16:44:00+00:00,orders-api,us-east,95.9,180.22,356.95
2026-01-24 16:45:00+00:00,orders-api,us-east,96.06,210.18,407.11
2026-01-24 16:46:00+00:00,orders-api,us-east,104.08,209.03,422.42
2026-01-24 16:47:00+00:00,orders-api,us-east,103.34,222.46,391.66
2026-01-24 16:48:00+00:00,orders-api,us-east,100.02,205.83,382.25
2026-01-24 16:49:00+00:00,orders-api,us-east,98.55,216.21,375.12
2026-01-24 16:50:00+00:00,orders-api,us-east,101.97,220.27,399.74
2026-01-24 16:51:00+00:00,orders-api,us-east,101.6,204.47,382.7
2026-01-24 16:52:00+00:00,orders-api,us-east,98.48,215.44,372.86
2026-01-24 16:53:00+00:00,orders-api,us-east,104.21,215.28,419.57
2026-01-24 16:54:00+00:00,orders-api,us-east,103.33,248.43,411.97
2026-01-24 16:55:00+00:00,orders-api,us-east,99.98,225.36,364.67
2026-01-24 16:56:00+00:00,orders-api,us-east,100.5,201.91,350.73
2026-01-24 16:57:00+00:00,orders-api,us-east,99.61,210.52,366.21
2026-01-24 16:58:00+00:00,orders-api,us-east,101.0,202.85,388.15
2026-01-24 16:59:00+00:00,orders-api,us-east,97.84,222.84,435.29
2026-01-24 17:00:00+00:00,orders-api,us-east,101.51,202.85,378.99
2026-01-24 17:01:00+00:00,orders-api,us-east,96.69,189.58,368.24
2026-01-24 17:02:00+00:00,orders-api,us-east,95.48,206.71,352.77
2026-01-24 17:03:00+00:00,orders-api,us-east,94.68,222.96,352.82
2026-01-24 17:04:00+00:00,orders-api,us-east,106.72,193.22,375.48
2026-01-24 17:05:00+00:00,orders-api,us-east,89.39,181.11,396.45
2026-01-24 17:06:00+00:00,orders-api,us-east,92.01,197.53,388.9
2026-01-24 17:07:00+00:00,orders-api,us-east,93.38,203.22,356.56
2026-01-24 17:08:00+00:00,orders-api,us-east,100.25,211.55,365.33
2026-01-24 17:09:00+00:00,orders-api,us-east,98.17,214.77,384.62
2026-01-24 17:10:00+00:00,orders-api,us-east,95.93,171.31,358.85
2026-01-24 17:11:00+00:00,orders-api,us-east,100.88,192.51,385.81
2026-01-24 17:12:00+00:00,orders-api,us-east,100.42,220.31,363.94
2026-01-24 17:13:00+00:00,orders-api,us-east,103.27,211.01,358.7
2026-01-24 17:14:00+00:00,orders-api,us-east,106.55,230.89,373.34
2026-01-24 17:15:00+00:00,orders-api,us-east,106.4,201.85,425.85
2026-01-24 17:16:00+00:00,orders-api,us-east,104.74,204.4,448.01
2026-01-24 17:17:00+00:00,orders-api,us-east,97.89,216.53,344.03
2026-01-24 17:18:00+00:00,orders-api,us-east,100.68,199.88,418.3
2026-01-24 17:19:00+00:00,orders-api,us-east,98.73,200.55,360.51
2026-01-24 17:20:00+00:00,orders-api,us-east,102.85,224.16,390.83
2026-01-24 17:21:00+00:00,orders-api,us-east,93.04,192.11,335.51
2026-01-24 17:22:00+00:00,orders-api,us-east,95.9,203.08,340.75
2026-01-24 17:23:00+00:00,orders-api,us-east,106.89,254.42,476.4
2026-01-24 17:24:00+00:00,orders-api,us-east,90.95,195.27,362.75
2026-01-24 17:25:00+00:00,orders-api,us-east,90.4,202.87,362.8
2026-01-24 17:26:00+00:00,orders-api,us-east,98.95,231.88,360.41
2026-01-24 17:27:00+00:00,orders-api,us-east,96.72,215.61,361.47
2026-01-24 17:28:00+00:00,orders-api,us-east,96.73,220.41,374.54
2026-01-24 17:29:00+00:00,orders-api,us-east,96.04,192.52,319.57
2026-01-24 17:30:00+00:00,orders-api,us-east,95.99,200.4,372.7
2026-01-24 17:31:00+00:00,orders-api,us-east,101.61,231.09,362.0
2026-01-24 17:32:00+00:00,orders-api,us-east,94.03,176.05,376.37
2026-01-24 17:33:00+00:00,orders-api,us-east,99.63,197.71,335.29
2026-01-24 17:34:00+00:00,orders-api,us-east,104.53,213.13,422.16
2026-01-24 17:35:00+00:00,orders-api,us-east,101.54,212.72,402.92
2026-01-24 17:36:00+00:00,orders-api,us-east,98.26,224.22,386.3
2026-01-24 17:37:00+00:00,orders-api,us-east,99.11,217.67,365.96
2026-01-24 17:38:00+00:00,orders-api,us-east,95.31,200.91,403.19
2026-01-24 17:39:00+00:00,orders-api,us-east,102.25,229.68,369.25
2026-01-24 17:40:00+00:00,orders-api,us-east,94.26,209.35,309.46
2026-01-24 17:41:00+00:00,orders-api,us-east,96.29,200.29,330.08
2026-01-24 17:42:00+00:00,orders-api,us-east,93.09,177.35,367.44
2026-01-24 17:43:00+00:00,orders-api,us-east,103.72,224.3,350.08
2026-01-24 17:44:00+00:00,orders-api,us-east,95.2,201.77,373.09
2026-01-24 17:45:00+00:00,orders-api,us-east,106.96,234.83,358.59
2026-01-24 17:46:00+00:00,orders-api,us-east,94.29,197.49,389.18
2026-01-24 17:47:00+00:00,orders-api,us-east,100.2,187.3,378.09
2026-01-24 17:48:00+00:00,orders-api,us-east,102.28,227.31,427.73
2026-01-24 17:49:00+00:00,orders-api,us-east,100.34,212.66,404.01
2026-01-24 17:50:00+00:00,orders-api,us-east,98.6,222.75,341.72
2026-01-24 17:51:00+00:00,orders-api,us-east,106.49,212.21,413.64
2026-01-24 17:52:00+00:00,orders-api,us-east,93.11,217.23,368.4
2026-01-24 17:53:00+00:00,orders-api,us-east,100.84,230.04,388.08
2026-01-24 17:54:00+00:00,orders-api,us-east,95.21,197.48,378.1
2026-01-24 17:55:00+00:00,orders-api,us-east,99.14,214.92,359.55
2026-01-24 17:56:00+00:00,orders-api,us-east,101.7,212.19,373.3
2026-01-24 17:57:00+00:00,orders-api,us-east,95.93,200.92,391.76
2026-01-24 17:58:00+00:00,orders-api,us-east,101.44,204.96,337.36
2026-01-24 17:59:00+00:00,orders-api,us-east,94.36,183.77,394.83
2026-01-24 18:00:00+00:00,orders-api,us-east,100.52,213.48,396.76
2026-01-24 18:01:00+00:00,orders-api,us-east,91.98,216.55,331.79
2026-01-24 18:02:00+00:00,orders-api,us-east,103.42,209.45,411.06
2026-01-24 18:03:00+00:00,orders-api,us-east,97.11,215.15,350.14
2026-01-24 18:04:00+00:00,orders-api,us-east,98.25,242.76,445.73
2026-01-24 18:05:00+00:00,orders-api,us-east,83.62,185.93,321.12
2026-01-24 18:06:00+00:00,orders-api,us-east,98.5,223.6,387.76
2026-01-24 18:07:00+00:00,orders-api,us-east,99.9,195.53,367.75
2026-01-24 18:08:00+00:00,orders-api,us-east,93.58,195.64,378.46
2026-01-24 18:09:00+00:00,orders-api,us-east,102.25,210.52,398.78
2026-01-24 18:10:00+00:00,orders-api,us-east,96.41,200.62,357.01
2026-01-24 18:11:00+00:00,orders-api,us-east,97.82,226.09,346.54
2026-01-24 18:12:00+00:00,orders-api,us-east,98.55,213.99,396.39
2026-01-24 18:13:00+00:00,orders-api,us-east,104.04,209.48,432.5
2026-01-24 18:14:00+00:00,orders-api,us-east,99.27,207.92,421.61
2026-01-24 18:15:00+00:00,orders-api,us-east,102.51,211.13,400.27
2026-01-24 18:16:00+00:00,orders-api,us-east,100.08,212.81,400.83
2026-01-24 18:17:00+00:00,orders-api,us-east,99.51,216.31,350.65
2026-01-24 18:18:00+00:00,orders-api,us-east,107.6,224.71,421.05
2026-01-24 18:19:00+00:00,orders-api,us-east,99.27,236.68,387.91
2026-01-24 18:20:00+00:00,orders-api,us-east,100.96,222.93,382.36
2026-01-24 18:21:00+00:00,orders-api,us-east,94.68,200.27,351.13
2026-01-24 18:22:00+00:00,orders-api,us-east,99.44,208.49,372.02
2026-01-24 18:23:00+00:00,orders-api,us-east,106.86,206.01,423.25
2026-01-24 18:24:00+00:00,orders-api,us-east,105.71,247.84,421.68
2026-01-24 18:25:00+00:00,orders-api,us-east,102.72,235.64,399.78
2026-01-24 18:26:00+00:00,orders-api,us-east,98.29,227.37,399.44
2026-01-24 18:27:00+00:00,orders-api,us-east,91.28,197.07,325.77
2026-01-24 18:28:00+00:00,orders-api,us-east,95.0,201.14,379.79
2026-01-24 18:29:00+00:00,orders-api,us-east,102.73,194.91,413.9
2026-01-24 18:30:00+00:00,orders-api,us-east,92.94,178.96,390.98
2026-01-24 18:31:00+00:00,orders-api,us-east,104.14,227.18,370.3
2026-01-24 18:32:00+00:00,orders-api,us-east,100.15,235.76,360.83
2026-01-24 18:33:00+00:00,orders-api,us-east,98.29,224.42,355.79
2026-01-24 18:34:00+00:00,orders-api,us-east,100.2,210.55,406.51
2026-01-24 18:35:00+00:00,orders-api,us-east,100.73,218.69,377.72
2026-01-24 18:36:00+00:00,orders-api,us-east,101.55,209.93,374.57
2026-01-24 18:37:00+00:00,orders-api,us-east,92.77,203.98,329.04
2026-01-24 18:38:00+00:00,orders-api,us-east,103.9,227.41,454.61
2026-01-24 18:39:00+00:00,orders-api,us-east,104.39,210.71,353.49
2026-01-24 18:40:00+00:00,orders-api,us-east,97.63,208.33,375.06
2026-01-24 18:41:00+00:00,orders-api,us-east,104.46,219.95,429.89
2026-01-24 18:42:00+00:00,orders-api,us-east,91.72,159.08,378.47
2026-01-24 18:43:00+00:00,orders-api,us-east,100.22,202.28,363.61
2026-01-24 18:44:00+00:00,orders-api,us-east,93.21,190.3,365.88
2026-01-24 18:45:00+00:00,orders-api,us-east,97.45,199.62,424.86
2026-01-24 18:46:00+00:00,orders-api,us-east,91.59,190.88,343.84
2026-01-24 18:47:00+00:00,orders-api,us-east,103.33,217.4,384.26
2026-01-24 18:48:00+00:00,orders-api,us-east,101.93,208.51,423.65
2026-01-24 18:49:00+00:00,orders-api,us-east,100.27,221.32,421.89
2026-01-24 18:50:00+00:00,orders-api,us-east,102.71,200.29,435.32
2026-01-24 18:51:00+00:00,orders-api,us-east,94.32,213.94,343.42
2026-01-24 18:52:00+00:00,orders-api,us-east,110.34,231.33,404.28
2026-01-24 18:53:00+00:00,orders-api,us-east,105.61,216.32,368.74
2026-01-24 18:54:00+00:00,orders-api,us-east,94.11,198.1,399.01
2026-01-24 18:55:00+00:00,orders-api,us-east,97.73,201.79,352.57
2026-01-24 18:56:00+00:00,orders-api,us-east,98.13,222.61,376.69
2026-01-24 18:57:00+00:00,orders-api,us-east,97.69,195.77,360.44
2026-01-24 18:58:00+00:00,orders-api,us-east,108.97,217.47,419.67
2026-01-24 18:59:00+00:00,orders-api,us-east,98.28,197.85,331.47
2026-01-24 19:00:00+00:00,orders-api,us-east,98.64,205.23,357.59
2026-01-24 19:01:00+00:00,orders-api,us-east,103.24,220.13,377.13
2026-01-24 19:02:00+00:00,orders-api,us-east,101.6,208.42,395.69
2026-01-24 19:03:00+00:00,orders-api,us-east,99.55,207.07,365.5
2026-01-24 19:04:00+00:00,orders-api,us-east,111.07,232.54,393.35
2026-01-24 19:05:00+00:00,orders-api,us-east,104.11,201.81,411.92
2026-01-24 19:06:00+00:00,orders-api,us-east,90.5,184.5,364.38
2026-01-24 19:07:00+00:00,orders-api,us-east,109.89,243.86,437.27
2026-01-24 19:08:00+00:00,orders-api,us-east,96.77,215.29,363.53
2026-01-24 19:09:00+00:00,orders-api,us-east,104.17,232.41,430.99
2026-01-24 19:10:00+00:00,orders-api,us-east,111.87,226.87,412.07
2026-01-24 19:11:00+00:00,orders-api,us-east,104.64,221.94,416.11
2026-01-24 19:12:00+00:00,orders-api,us-east,111.55,214.69,356.7
2026-01-24 19:13:00+00:00,orders-api,us-east,103.62,218.5,391.29
2026-01-24 19:14:00+00:00,orders-api,us-east,104.72,212.83,385.13
2026-01-24 19:15:00+00:00,orders-api,us-east,105.76,224.19,412.65
2026-01-24 19:16:00+00:00,orders-api,us-east,94.09,178.87,337.31
2026-01-24 19:17:00+00:00,orders-api,us-east,94.03,201.81,334.08
2026-01-24 19:18:00+00:00,orders-api,us-east,94.1,170.24,371.3
2026-01-24 19:19:00+00:00,orders-api,us-east,97.57,223.71,350.01
2026-01-24 19:20:00+00:00,orders-api,us-east,100.49,212.53,445.6
2026-01-24 19:21:00+00:00,orders-api,us-east,99.52,211.42,392.32
2026-01-24 19:22:00+00:00,orders-api,us-east,99.4,203.8,385.94
2026-01-24 19:23:00+00:00,orders-api,us-east,94.29,186.57,351.54
2026-01-24 19:24:00+00:00,orders-api,us-east,96.95,194.62,387.17
2026-01-24 19:25:00+00:00,orders-api,us-east,106.33,258.84,397.62
2026-01-24 19:26:00+00:00,orders-api,us-east,95.26,201.24,350.27
2026-01-24 19:27:00+00:00,orders-api,us-east,102.31,203.89,377.1
2026-01-24 19:28:00+00:00,orders-api,us-east,103.5,215.25,399.02
2026-01-24 19:29:00+00:00,orders-api,us-east,101.59,217.71,417.54
2026-01-24 19:30:00+00:00,orders-api,us-east,96.15,201.1,380.58
2026-01-24 19:31:00+00:00,orders-api,us-east,92.91,201.55,347.04
2026-01-24 19:32:00+00:00,orders-api,us-east,103.97,225.89,421.12
2026-01-24 19:33:00+00:00,orders-api,us-east,110.68,229.91,430.05
2026-01-24 19:34:00+00:00,orders-api,us-east,110.32,218.1,455.35
2026-01-24 19:35:00+00:00,orders-api,us-east,98.51,199.15,369.33
2026-01-24 19:36:00+00:00,orders-api,us-east,100.62,194.97,405.65
2026-01-24 19:37:00+00:00,orders-api,us-east,111.67,238.87,422.67
2026-01-24 19:38:00+00:00,orders-api,us-east,102.08,212.19,387.55
2026-01-24 19:39:00+00:00,orders-api,us-east,98.25,235.05,387.62
2026-01-24 19:40:00+00:00,orders-api,us-east,93.5,186.97,338.99
2026-01-24 19:41:00+00:00,orders-api,us-east,106.92,213.57,406.45
2026-01-24 19:42:00+00:00,orders-api,us-east,101.11,214.52,335.43
2026-01-24 19:43:00+00:00,orders-api,us-east,95.64,201.67,455.15
2026-01-24 19:44:00+00:00,orders-api,us-east,103.33,217.81,391.64
2026-01-24 19:45:00+00:00,orders-api,us-east,105.92,214.39,387.61
2026-01-24 19:46:00+00:00,orders-api,us-east,91.72,205.02,355.97
2026-01-24 19:47:00+00:00,orders-api,us-east,94.06,183.05,379.17
2026-01-24 19:48:00+00:00,orders-api,us-east,97.98,193.94,387.58
2026-01-24 19:49:00+00:00,orders-api,us-east,101.03,204.6,391.24
2026-01-24 19:50:00+00:00,orders-api,us-east,99.28,203.92,393.17
2026-01-24 19:51:00+00:00,orders-api,us-east,105.84,227.8,362.6
2026-01-24 19:52:00+00:00,orders-api,us-east,91.11,195.55,356.31
2026-01-24 19:53:00+00:00,orders-api,us-east,93.59,197.94,394.54
2026-01-24 19:54:00+00:00,orders-api,us-east,100.67,204.47,351.74
2026-01-24 19:55:00+00:00,orders-api,us-east,92.25,189.51,390.49
2026-01-24 19:56:00+00:00,orders-api,us-east,95.34,209.19,354.49
2026-01-24 19:57:00+00:00,orders-api,us-east,95.96,222.61,355.37
2026-01-24 19:58:00+00:00,orders-api,us-east,107.1,233.28,401.82
2026-01-24 19:59:00+00:00,orders-api,us-east,103.06,232.38,423.31
2026-01-24 20:00:00+00:00,orders-api,us-east,102.84,222.04,381.63
2026-01-24 20:01:00+00:00,orders-api,us-east,110.49,219.93,362.47
2026-01-24 20:02:00+00:00,orders-api,us-east,108.15,225.44,442.4
2026-01-24 20:03:00+00:00,orders-api,us-east,105.41,222.55,401.71
2026-01-24 20:04:00+00:00,orders-api,us-east,104.8,231.11,368.03
2026-01-24 20:05:00+00:00,orders-api,us-east,96.73,203.86,402.44
2026-01-24 20:06:00+00:00,orders-api,us-east,90.86,198.46,336.48
2026-01-24 20:07:00+00:00,orders-api,us-east,96.66,174.69,360.26
2026-01-24 20:08:00+00:00,orders-api,us-east,104.43,218.61,379.99
2026-01-24 20:09:00+00:00,orders-api,us-east,99.35,216.66,371.46
2026-01-24 20:10:00+00:00,orders-api,us-east,101.87,237.15,407.02
2026-01-24 20:11:00+00:00,orders-api,us-east,90.62,199.05,324.7
2026-01-24 20:12:00+00:00,orders-api,us-east,101.92,226.71,402.43
2026-01-24 20:13:00+00:00,orders-api,us-east,93.96,195.05,364.11
2026-01-24 20:14:00+00:00,orders-api,us-east,97.67,187.74,392.67
2026-01-24 20:15:00+00:00,orders-api,us-east,109.08,240.07,406.4
2026-01-24 20:16:00+00:00,orders-api,us-east,113.69,236.59,406.27
2026-01-24 20:17:00+00:00,orders-api,us-east,99.04,197.18,352.15
2026-01-24 20:18:00+00:00,orders-api,us-east,98.53,204.7,412.75
2026-01-24 20:19:00+00:00,orders-api,us-east,101.02,224.25,371.7
2026-01-24 20:20:00+00:00,orders-api,us-east,104.58,217.75,440.88
2026-01-24 20:21:00+00:00,orders-api,us-east,97.41,195.98,372.04
2026-01-24 20:22:00+00:00,orders-api,us-east,96.2,190.05,389.74
2026-01-24 20:23:00+00:00,orders-api,us-east,100.88,237.72,381.56
2026-01-24 20:24:00+00:00,orders-api,us-east,100.22,219.22,360.83
2026-01-24 20:25:00+00:00,orders-api,us-east,104.18,210.84,431.11
2026-01-24 20:26:00+00:00,orders-api,us-east,97.38,205.51,368.65
2026-01-24 20:27:00+00:00,orders-api,us-east,97.43,197.49,362.19
2026-01-24 20:28:00+00:00,orders-api,us-east,103.47,204.28,407.94
2026-01-24 20:29:00+00:00,orders-api,us-east,97.29,207.11,372.97
2026-01-24 20:30:00+00:00,orders-api,us-east,92.17,201.48,368.7
2026-01-24 20:31:00+00:00,orders-api,us-east,108.44,224.3,399.65
2026-01-24 20:32:00+00:00,orders-api,us-east,103.23,205.69,375.53
2026-01-24 20:33:00+00:00,orders-api,us-east,101.42,195.71,381.13
2026-01-24 20:34:00+00:00,orders-api,us-east,113.11,245.97,452.05
2026-01-24 20:35:00+00:00,orders-api,us-east,108.8,244.68,393.16
2026-01-24 20:36:00+00:00,orders-api,us-east,102.05,248.9,453.24
2026-01-24 20:37:00+00:00,orders-api,us-east,91.81,211.58,343.27
2026-01-24 20:38:00+00:00,orders-api,us-east,109.59,230.29,397.03
2026-01-24 20:39:00+00:00,orders-api,us-east,92.05,181.93,382.1
2026-01-24 20:40:00+00:00,orders-api,us-east,103.84,207.41,400.95
2026-01-24 20:41:00+00:00,orders-api,us-east,101.28,220.83,385.06
2026-01-24 20:42:00+00:00,orders-api,us-east,97.11,207.14,332.62
2026-01-24 20:43:00+00:00,orders-api,us-east,103.52,213.25,414.4
2026-01-24 20:44:00+00:00,orders-api,us-east,106.19,223.61,391.12
2026-01-24 20:45:00+00:00,orders-api,us-east,103.64,224.29,398.26
2026-01-24 20:46:00+00:00,orders-api,us-east,101.39,228.19,399.57
2026-01-24 20:47:00+00:00,orders-api,us-east,103.84,210.05,375.96
2026-01-24 20:48:00+00:00,orders-api,us-east,100.66,207.07,433.32
2026-01-24 20:49:00+00:00,orders-api,us-east,102.72,207.85,404.53
2026-01-24 20:50:00+00:00,orders-api,us-east,101.45,223.95,393.79
2026-01-24 20:51:00+00:00,orders-api,us-east,96.25,202.12,378.49
2026-01-24 20:52:00+00:00,orders-api,us-east,86.71,195.57,305.18
2026-01-24 20:53:00+00:00,orders-api,us-east,103.37,221.48,412.88
2026-01-24 20:54:00+00:00,orders-api,us-east,103.59,229.48,397.3
2026-01-24 20:55:00+00:00,orders-api,us-east,102.28,225.71,372.92
2026-01-24 20:56:00+00:00,orders-api,us-east,104.91,213.38,399.33
2026-01-24 20:57:00+00:00,orders-api,us-east,108.32,226.37,390.99
2026-01-24 20:58:00+00:00,orders-api,us-east,114.17,221.98,480.5
2026-01-24 20:59:00+00:00,orders-api,us-east,101.37,202.31,361.2
2026-01-24 21:00:00+00:00,orders-api,us-east,104.62,239.78,370.16
2026-01-24 21:01:00+00:00,orders-api,us-east,104.52,233.36,386.0
2026-01-24 21:02:00+00:00,orders-api,us-east,95.29,201.02,363.27
2026-01-24 21:03:00+00:00,orders-api,us-east,91.72,184.68,313.47
2026-01-24 21:04:00+00:00,orders-api,us-east,92.49,208.19,363.5
2026-01-24 21:05:00+00:00,orders-api,us-east,100.88,203.45,365.11
2026-01-24 21:06:00+00:00,orders-api,us-east,96.24,211.83,388.81
2026-01-24 21:07:00+00:00,orders-api,us-east,98.31,207.49,397.43
2026-01-24 21:08:00+00:00,orders-api,us-east,100.44,204.9,382.45
2026-01-24 21:09:00+00:00,orders-api,us-east,96.56,211.16,346.67
2026-01-24 21:10:00+00:00,orders-api,us-east,99.77,214.77,309.83
2026-01-24 21:11:00+00:00,orders-api,us-east,91.65,213.84,324.49
2026-01-24 21:12:00+00:00,orders-api,us-east,100.91,235.65,442.6
2026-01-24 21:13:00+00:00,orders-api,us-east,108.05,216.92,396.98
2026-01-24 21:14:00+00:00,orders-api,us-east,99.06,197.64,356.34
2026-01-24 21:15:00+00:00,orders-api,us-east,101.77,203.72,385.23
2026-01-24 21:16:00+00:00,orders-api,us-east,105.72,210.25,394.2
2026-01-24 21:17:00+00:00,orders-api,us-east,106.67,218.71,418.17
2026-01-24 21:18:00+00:00,orders-api,us-east,98.33,208.2,357.45
2026-01-24 21:19:00+00:00,orders-api,us-east,100.65,231.57,411.51
2026-01-24 21:20:00+00:00,orders-api,us-east,108.9,241.03,422.17
2026-01-24 21:21:00+00:00,orders-api,us-east,104.13,207.37,409.61
2026-01-24 21:22:00+00:00,orders-api,us-east,95.2,206.22,336.47
2026-01-24 21:23:00+00:00,orders-api,us-east,92.84,205.44,333.98
2026-01-24 21:24:00+00:00,orders-api,us-east,98.94,216.38,371.28
2026-01-24 21:25:00+00:00,orders-api,us-east,97.77,196.68,363.33
2026-01-24 21:26:00+00:00,orders-api,us-east,104.3,227.3,388.79
2026-01-24 21:27:00+00:00,orders-api,us-east,102.79,216.71,376.41
2026-01-24 21:28:00+00:00,orders-api,us-east,101.02,207.2,353.15
2026-01-24 21:29:00+00:00,orders-api,us-east,98.56,228.63,416.28
2026-01-24 21:30:00+00:00,orders-api,us-east,95.5,199.78,377.28
2026-01-24 21:31:00+00:00,orders-api,us-east,104.56,215.8,368.71
2026-01-24 21:32:00+00:00,orders-api,us-east,105.48,231.26,385.75
2026-01-24 21:33:00+00:00,orders-api,us-east,110.28,227.77,405.29
2026-01-24 21:34:00+00:00,orders-api,us-east,99.55,188.74,360.6
2026-01-24 21:35:00+00:00,orders-api,us-east,104.25,225.48,340.83
2026-01-24 21:36:00+00:00,orders-api,us-east,103.13,227.17,396.35
2026-01-24 21:37:00+00:00,orders-api,us-east,102.19,216.69,371.58
2026-01-24 21:38:00+00:00,orders-api,us-east,101.73,209.09,359.29
2026-01-24 21:39:00+00:00,orders-api,us-east,96.38,224.94,383.97
2026-01-24 21:40:00+00:00,orders-api,us-east,103.98,212.83,464.24
2026-01-24 21:41:00+00:00,orders-api,us-east,98.43,200.64,355.91
2026-01-24 21:42:00+00:00,orders-api,us-east,98.05,221.08,361.18
2026-01-24 21:43:00+00:00,orders-api,us-east,105.84,221.66,384.67
2026-01-24 21:44:00+00:00,orders-api,us-east,97.21,211.27,356.47
2026-01-24 21:45:00+00:00,orders-api,us-east,102.29,207.33,357.35
2026-01-24 21:46:00+00:00,orders-api,us-east,103.82,213.32,413.86
2026-01-24 21:47:00+00:00,orders-api,us-east,101.46,209.11,366.91
2026-01-24 21:48:00+00:00,orders-api,us-east,109.94,238.68,451.11
2026-01-24 21:49:00+00:00,orders-api,us-east,102.78,225.31,414.77
2026-01-24 21:50:00+00:00,orders-api,us-east,103.16,203.5,442.29
2026-01-24 21:51:00+00:00,orders-api,us-east,111.58,224.53,404.42
2026-01-24 21:52:00+00:00,orders-api,us-east,104.19,223.62,366.66
2026-01-24 21:53:00+00:00,orders-api,us-east,105.97,234.02,408.25
2026-01-24 21:54:00+00:00,orders-api,us-east,96.56,187.33,380.78
2026-01-24 21:55:00+00:00,orders-api,us-east,96.0,211.16,393.19
2026-01-24 21:56:00+00:00,orders-api,us-east,96.52,195.44,412.17
2026-01-24 21:57:00+00:00,orders-api,us-east,103.77,244.61,384.58
2026-01-24 21:58:00+00:00,orders-api,us-east,94.65,200.6,387.0
2026-01-24 21:59:00+00:00,orders-api,us-east,104.01,234.43,381.93
2026-01-24 22:00:00+00:00,orders-api,us-east,98.61,221.64,407.12
2026-01-24 22:01:00+00:00,orders-api,us-east,102.18,228.72,378.83
2026-01-24 22:02:00+00:00,orders-api,us-east,100.29,203.01,382.48
2026-01-24 22:03:00+00:00,orders-api,us-east,101.93,243.52,402.91
2026-01-24 22:04:00+00:00,orders-api,us-east,110.45,238.04,448.25
2026-01-24 22:05:00+00:00,orders-api,us-east,107.9,235.37,394.07
2026-01-24 22:06:00+00:00,orders-api,us-east,110.28,216.3,395.35
2026-01-24 22:07:00+00:00,orders-api,us-east,99.21,208.35,338.73
2026-01-24 22:08:00+00:00,orders-api,us-east,105.31,222.06,407.97
2026-01-24 22:09:00+00:00,orders-api,us-east,100.84,224.02,360.4
2026-01-24 22:10:00+00:00,orders-api,us-east,96.51,214.81,376.14
2026-01-24 22:11:00+00:00,orders-api,us-east,88.69,194.84,353.5
2026-01-24 22:12:00+00:00,orders-api,us-east,100.47,224.67,349.68
2026-01-24 22:13:00+00:00,orders-api,us-east,105.51,214.38,401.3
2026-01-24 22:14:00+00:00,orders-api,us-east,105.17,217.86,394.93
2026-01-24 22:15:00+00:00,orders-api,us-east,101.94,220.68,359.53
2026-01-24 22:16:00+00:00,orders-api,us-east,100.32,199.54,352.61
2026-01-24 22:17:00+00:00,orders-api,us-east,103.33,218.91,369.37
2026-01-24 22:18:00+00:00,orders-api,us-east,106.54,226.54,361.23
2026-01-24 22:19:00+00:00,orders-api,us-east,95.57,202.3,430.71
2026-01-24 22:20:00+00:00,orders-api,us-east,100.25,199.13,348.09
