ts,service,rps,requests_per_min,errors_per_min,error_rate,availability,burn_rate_1h
2026-01-23 03:32:00+00:00,orders-api,547.3199999999999,32839.2,376,0.011449730809520331,0.9885502691904797,11.111733953513385
2026-01-23 03:33:00+00:00,orders-api,469.46,28167.6,848,0.030105511296667095,0.969894488703333,11.444212549607672
2026-01-23 03:34:00+00:00,orders-api,495.94,29756.4,172,0.005780269118576172,0.9942197308814238,11.275146860613185
2026-01-23 03:35:00+00:00,orders-api,465.52,27931.199999999997,478,0.01711347883370568,0.9828865211662943,11.46834922617981
2026-01-23 03:36:00+00:00,orders-api,468.78,28126.8,321,0.011412602926746021,0.9885873970732539,11.44899794859319
2026-01-23 03:37:00+00:00,orders-api,492.56,29553.6,867,0.02933652752964106,0.9706634724703589,11.8649889335584
2026-01-23 03:38:00+00:00,orders-api,467.55,28053.0,363,0.012939792535557694,0.9870602074644423,11.829449603597713
2026-01-23 03:39:00+00:00,orders-api,488.54999999999995,29312.999999999996,406,0.013850510012622387,0.9861494899873776,11.885637504006867
2026-01-23 03:40:00+00:00,orders-api,473.84000000000003,28430.4,164,0.005768473183634419,0.9942315268163656,11.531389406409886
2026-01-23 03:41:00+00:00,orders-api,508.84000000000003,30530.4,649,0.021257500720593243,0.9787424992794067,11.821560802907396
2026-01-23 03:42:00+00:00,orders-api,489.35,29361.0,278,0.009468342358911482,0.9905316576410885,11.887894075177575
2026-01-23 03:43:00+00:00,orders-api,493.24,29594.4,337,0.01138728948720028,0.9886127105127998,11.994515233962915
2026-01-23 03:44:00+00:00,orders-api,481.93,28915.8,415,0.014352015161261318,0.9856479848387387,12.145084519823566
2026-01-23 03:45:00+00:00,orders-api,469.61,28176.600000000002,265,0.009404967242321642,0.9905950327576784,12.136992068749862
2026-01-23 03:46:00+00:00,orders-api,454.88,27292.8,396,0.014509321139641224,0.9854906788603588,12.205195361776369
2026-01-23 03:47:00+00:00,orders-api,465.14,27908.399999999998,185,0.006628828596408251,0.9933711714035918,12.047608196371707
2026-01-23 03:48:00+00:00,orders-api,490.1,29406.0,226,0.007685506359246412,0.9923144936407536,12.051196378958377
2026-01-23 03:49:00+00:00,orders-api,510.73,30643.800000000003,528,0.01723023906956709,0.9827697609304329,12.144795703470017
2026-01-23 03:50:00+00:00,orders-api,447.25,26835.0,176,0.006558598844792249,0.9934414011552077,11.913589384408015
2026-01-23 03:51:00+00:00,orders-api,509.76,30585.6,230,0.007519878635697845,0.9924801213643022,11.438607229703495
2026-01-23 03:52:00+00:00,orders-api,507.86,30471.600000000002,475,0.015588285485501252,0.9844117145144987,11.624738117461195
2026-01-23 03:53:00+00:00,orders-api,487.28999999999996,29237.399999999998,680,0.023257882027813693,0.9767421179721864,11.912454344025875
2026-01-23 03:54:00+00:00,orders-api,526.71,31602.600000000002,295,0.009334674995095339,0.9906653250049047,11.979223858218061
2026-01-23 03:55:00+00:00,orders-api,475.74,28544.4,225,0.007882456804136713,0.9921175431958633,11.856629884318753
2026-01-23 03:56:00+00:00,orders-api,453.38,27202.8,334,0.012278147837722587,0.9877218521622774,11.868360312414687
2026-01-23 03:57:00+00:00,orders-api,442.95000000000005,26577.000000000004,175,0.006584640854874515,0.9934153591451255,11.852405124852528
2026-01-23 03:58:00+00:00,orders-api,518.09,31085.4,147,0.004728908104769442,0.9952710918952306,11.811096909386983
2026-01-23 03:59:00+00:00,orders-api,494.29,29657.4,314,0.01058757679365015,0.9894124232063498,11.531691331656967
2026-01-23 04:00:00+00:00,orders-api,480.08,28804.8,211,0.007325168027550964,0.992674831972449,11.58311761111749
2026-01-23 04:01:00+00:00,orders-api,494.62,29677.2,460,0.015500114566064184,0.9844998854339359,11.664086790601013
2026-01-23 04:02:00+00:00,orders-api,455.16999999999996,27310.199999999997,181,0.006627560398678883,0.9933724396013212,11.639640179299318
2026-01-23 04:03:00+00:00,orders-api,544.6800000000001,32680.800000000003,872,0.026682333357812536,0.9733176666421874,11.695102265461333
2026-01-23 04:04:00+00:00,orders-api,507.98,30478.800000000003,213,0.006988464112760344,0.9930115358872397,11.74774850468504
2026-01-23 04:05:00+00:00,orders-api,480.39,28823.399999999998,414,0.014363329794541935,0.9856366702054581,11.795684947330074
2026-01-23 04:06:00+00:00,orders-api,512.87,30772.2,384,0.012478795796205666,0.9875212042037943,11.710166084736407
2026-01-23 04:07:00+00:00,orders-api,498.53,29911.8,500,0.016715811151451935,0.9832841888485481,11.827181823541522
2026-01-23 04:08:00+00:00,orders-api,499.67,29980.2,416,0.01387582471097591,0.9861241752890241,11.829216682788745
2026-01-23 04:09:00+00:00,orders-api,461.64,27698.399999999998,420,0.015163330733905208,0.9848366692660948,12.01173774123125
2026-01-23 04:10:00+00:00,orders-api,507.65,30459.0,291,0.009553826455234907,0.990446173544765,11.986126476764015
2026-01-23 04:11:00+00:00,orders-api,539.23,32353.800000000003,271,0.008376141287885813,0.9916238587121142,11.93687369550605
2026-01-23 04:12:00+00:00,orders-api,524.72,31483.2,265,0.00841718757940743,0.9915828124205925,11.762952405832952
2026-01-23 04:13:00+00:00,orders-api,539.0699999999999,32344.199999999997,435,0.013449088244569352,0.9865509117554306,11.91198368426808
2026-01-23 04:14:00+00:00,orders-api,470.92,28255.2,226,0.007998527704634899,0.9920014722953651,11.89909048233435
2026-01-23 04:15:00+00:00,orders-api,479.19,28751.4,395,0.013738461431443338,0.9862615385685567,11.898989099851562
2026-01-23 04:16:00+00:00,orders-api,496.04999999999995,29762.999999999996,189,0.00635016631387965,0.9936498336861204,11.773179322906639
2026-01-23 04:17:00+00:00,orders-api,499.15,29949.0,359,0.011987044642559017,0.9880129553574409,11.824255095290559
2026-01-23 04:18:00+00:00,orders-api,507.98,30478.800000000003,211,0.006922844731419872,0.9930771552685801,11.829706762800038
2026-01-23 04:19:00+00:00,orders-api,449.75,26985.0,472,0.017491198814156013,0.9825088011858439,11.99255421462079
2026-01-23 04:20:00+00:00,orders-api,536.46,32187.600000000002,240,0.007456287514446556,0.9925437124855534,11.900624570406718
2026-01-23 04:21:00+00:00,orders-api,484.74,29084.4,434,0.014922088817372886,0.9850779111826271,11.956263284362691
2026-01-23 04:22:00+00:00,orders-api,480.22,28813.2,508,0.01763080810184221,0.9823691918981577,12.164250190196706
2026-01-23 04:23:00+00:00,orders-api,469.32,28159.2,447,0.01587403051223046,0.9841259694877695,12.163890516843805
2026-01-23 04:24:00+00:00,orders-api,457.39,27443.399999999998,342,0.012462012724370888,0.9875379872756291,12.289463878129409
2026-01-23 04:25:00+00:00,orders-api,521.3,31277.999999999996,191,0.006106528550418825,0.9938934714495812,12.301515979815148
2026-01-23 04:26:00+00:00,orders-api,484.92999999999995,29095.799999999996,375,0.012888458127977235,0.9871115418720228,12.256707734639695
2026-01-23 04:27:00+00:00,orders-api,468.19000000000005,28091.4,190,0.0067636358458460595,0.993236364154154,12.139021415824855
2026-01-23 04:28:00+00:00,orders-api,454.85,27291.0,246,0.009013960646366934,0.990986039353633,12.044547597439227
2026-01-23 04:29:00+00:00,orders-api,504.62,30277.2,585,0.01932146962070469,0.9806785303792953,12.1733483391596
2026-01-23 04:30:00+00:00,orders-api,534.74,32084.4,753,0.023469349590455175,0.9765306504095448,12.427650682398106
2026-01-23 04:31:00+00:00,orders-api,494.07000000000005,29644.200000000004,819,0.0276276640961807,0.9723723359038193,12.792391179487089
2026-01-23 04:32:00+00:00,orders-api,466.42,27985.2,407,0.014543401512227891,0.9854565984877721,12.843952357865547
2026-01-23 04:33:00+00:00,orders-api,484.39,29063.399999999998,77,0.002649380320265351,0.9973506196797346,12.386350174925521
2026-01-23 04:34:00+00:00,orders-api,488.81,29328.6,199,0.0067851857913436035,0.9932148142086564,12.40309878613831
2026-01-23 04:35:00+00:00,orders-api,415.15,24909.0,291,0.011682524388775142,0.9883174756112248,12.312582878722802
2026-01-23 04:36:00+00:00,orders-api,501.09000000000003,30065.4,210,0.006984773194436129,0.9930152268055639,12.238785716517636
2026-01-23 04:37:00+00:00,orders-api,498.96000000000004,29937.600000000002,641,0.02141120196675752,0.9785887980332425,12.106696957136245
2026-01-23 04:38:00+00:00,orders-api,521.0699999999999,31264.199999999997,141,0.00450995067841173,0.9954900493215882,11.96619959285048
2026-01-23 04:39:00+00:00,orders-api,533.38,32002.8,292,0.009124201632357169,0.9908757983676428,11.887427786512724
2026-01-23 04:40:00+00:00,orders-api,535.69,32141.4,296,0.009209306377444666,0.9907906936225553,11.944775006409563
2026-01-23 04:41:00+00:00,orders-api,493.65,29619.0,111,0.0037475944495087613,0.9962524055504912,11.652943235224823
2026-01-23 04:42:00+00:00,orders-api,482.45,28947.0,361,0.012471067813590355,0.9875289321864097,11.702988659469469
2026-01-23 04:43:00+00:00,orders-api,556.95,33417.0,381,0.011401382529850077,0.9885986174701499,11.703223543513632
2026-01-23 04:44:00+00:00,orders-api,497.75,29865.0,376,0.012589988280596015,0.987410011719404,11.673856428835878
2026-01-23 04:45:00+00:00,orders-api,491.22,29473.2,151,0.00512329845418889,0.9948767015458111,11.602495282366998
2026-01-23 04:46:00+00:00,orders-api,507.41999999999996,30445.199999999997,372,0.01221867486500335,0.9877813251349966,11.564317844456369
2026-01-23 04:47:00+00:00,orders-api,494.08,29644.8,442,0.014909866148531951,0.985090133851468,11.702335136991765
2026-01-23 04:48:00+00:00,orders-api,490.61,29436.600000000002,507,0.017223456513320152,0.9827765434866799,11.861300972892991
2026-01-23 04:49:00+00:00,orders-api,472.34000000000003,28340.4,94,0.003316819804942767,0.9966831801950572,11.629410651815919
2026-01-23 04:50:00+00:00,orders-api,475.95,28557.0,158,0.005532794061000806,0.9944672059389992,11.612313905419393
2026-01-23 04:51:00+00:00,orders-api,497.57,29854.2,251,0.008407527249097279,0.9915924727509027,11.627108048976053
2026-01-23 04:52:00+00:00,orders-api,487.93,29275.8,668,0.022817480649546727,0.9771825193504533,11.747594635043477
2026-01-23 04:53:00+00:00,orders-api,488.90999999999997,29334.6,355,0.012101750151697996,0.987898249848302,11.56165910377488
2026-01-23 04:54:00+00:00,orders-api,515.71,30942.600000000002,366,0.011828353144208954,0.9881716468557911,11.603220406260109
2026-01-23 04:55:00+00:00,orders-api,489.48,29368.800000000003,456,0.015526681376154285,0.9844733186238457,11.730624149127069
2026-01-23 04:56:00+00:00,orders-api,531.46,31887.600000000002,172,0.005393946236154492,0.9946060537638455,11.6158874557676
2026-01-23 04:57:00+00:00,orders-api,439.1,26346.0,312,0.011842404919152812,0.9881575950808472,11.703516856838904
2026-01-23 04:58:00+00:00,orders-api,524.4,31464.0,471,0.014969488939740656,0.9850305110602593,11.874193204088424
2026-01-23 04:59:00+00:00,orders-api,534.9300000000001,32095.800000000003,361,0.011247577564665781,0.9887524224353342,11.885193216938687
2026-01-23 05:00:00+00:00,orders-api,455.59000000000003,27335.4,265,0.009694388960834669,0.9903056110391654,11.924680232493415
2026-01-23 05:01:00+00:00,orders-api,492.14,29528.399999999998,196,0.00663767762560789,0.9933623223743921,11.776972950152476
2026-01-23 05:02:00+00:00,orders-api,489.75,29385.0,304,0.010345414327037604,0.9896545856729624,11.838937182291787
2026-01-23 05:03:00+00:00,orders-api,478.91,28734.600000000002,109,0.003793336256638338,0.9962066637433616,11.45745389727222
2026-01-23 05:04:00+00:00,orders-api,489.18,29350.8,241,0.008211019801845265,0.9917889801981548,11.477829825423633
2026-01-23 05:05:00+00:00,orders-api,473.93,28435.8,362,0.012730431357654788,0.9872695686423452,11.450614851475516
2026-01-23 05:06:00+00:00,orders-api,539.56,32373.6,354,0.010934835792126918,0.989065164207873,11.42488218474087
2026-01-23 05:07:00+00:00,orders-api,511.95,30717.0,184,0.005990168310707426,0.9940098316892926,11.246121470728461
2026-01-23 05:08:00+00:00,orders-api,530.38,31822.8,505,0.015869125281244893,0.9841308747187552,11.279343146899611
2026-01-23 05:09:00+00:00,orders-api,519.74,31184.4,357,0.011448031708161773,0.9885519682918382,11.217421496470553
2026-01-23 05:10:00+00:00,orders-api,480.95000000000005,28857.000000000004,442,0.015316907509443114,0.9846830924905569,11.313472847374022
2026-01-23 05:11:00+00:00,orders-api,497.27,29836.199999999997,154,0.0051615152063600594,0.9948384847936399,11.25989574601526
2026-01-23 05:12:00+00:00,orders-api,503.75,30225.0,251,0.008304383788254757,0.9916956162117453,11.258015682829383
2026-01-23 05:13:00+00:00,orders-api,471.36,28281.600000000002,209,0.007389963792713283,0.9926100362072867,11.15703027529845
2026-01-23 05:14:00+00:00,orders-api,520.23,31213.800000000003,280,0.008970391301283406,0.9910296086987166,11.173228001909257
2026-01-23 05:15:00+00:00,orders-api,502.08,30124.8,459,0.01523661567877629,0.9847633843212237,11.198197239364806
2026-01-23 05:16:00+00:00,orders-api,486.5,29190.0,250,0.00856457690990065,0.9914354230900994,11.235104082631823
2026-01-23 05:17:00+00:00,orders-api,518.1,31086.0,323,0.010390529498809753,0.9896094705011902,11.208495496902668
2026-01-23 05:18:00+00:00,orders-api,513.59,30815.4,301,0.009767843351051747,0.9902321566489483,11.2559121405632
2026-01-23 05:19:00+00:00,orders-api,500.86,30051.600000000002,231,0.0076867787405662255,0.9923132212594338,11.092505139336703
2026-01-23 05:20:00+00:00,orders-api,529.77,31786.199999999997,470,0.014786290906116491,0.9852137090938835,11.214671862531203
2026-01-23 05:21:00+00:00,orders-api,478.5,28710.0,144,0.005015673981191223,0.9949843260188088,11.04956494859484
2026-01-23 05:22:00+00:00,orders-api,515.06,30903.6,546,0.0176678445229682,0.9823321554770318,11.050182222280275
2026-01-23 05:23:00+00:00,orders-api,516.04,30962.399999999998,146,0.004715396739270858,0.9952846032607291,10.864204992730949
2026-01-23 05:24:00+00:00,orders-api,507.12,30427.2,284,0.009333754009570384,0.9906662459904296,10.812067347484273
2026-01-23 05:25:00+00:00,orders-api,514.91,30894.6,701,0.022690049393745186,0.9773099506062548,11.088459361539712
2026-01-23 05:26:00+00:00,orders-api,467.21,28032.6,127,0.004530439559655544,0.9954695604403444,10.949159052067683
2026-01-23 05:27:00+00:00,orders-api,526.3,31577.999999999996,777,0.024605738172145168,0.9753942618278548,11.246527424172669
2026-01-23 05:28:00+00:00,orders-api,484.82000000000005,29089.200000000004,286,0.009831827619872667,0.9901681723801273,11.260158540397764
2026-01-23 05:29:00+00:00,orders-api,501.88,30112.8,650,0.021585505167237853,0.9784144948327621,11.297892466173318
2026-01-23 05:30:00+00:00,orders-api,521.9200000000001,31315.200000000004,514,0.01641375434293889,0.9835862456570611,11.180299212048046
2026-01-23 05:31:00+00:00,orders-api,477.54999999999995,28652.999999999996,362,0.012633930129480336,0.9873660698705197,10.930403645936375
2026-01-23 05:32:00+00:00,orders-api,466.22,27973.2,757,0.027061616118284643,0.9729383838817154,11.139040556037319
2026-01-23 05:33:00+00:00,orders-api,467.87,28072.2,361,0.012859697494318222,0.9871403025056817,11.3092125089382
2026-01-23 05:34:00+00:00,orders-api,532.28,31936.8,467,0.014622629693644949,0.9853773703063551,11.439836573976557
2026-01-23 05:35:00+00:00,orders-api,472.84000000000003,28370.4,298,0.010503905478949891,0.9894960945210501,11.420192925479467
2026-01-23 05:36:00+00:00,orders-api,523.47,31408.2,335,0.0106660044192281,0.989333995580772,11.481546779226
2026-01-23 05:37:00+00:00,orders-api,462.05,27723.0,233,0.008404573819572197,0.9915954261804278,11.264769643439578
2026-01-23 05:38:00+00:00,orders-api,538.79,32327.399999999998,123,0.003804821915774235,0.9961951780842258,11.25301749739562
2026-01-23 05:39:00+00:00,orders-api,499.77,29986.199999999997,296,0.009871207422080825,0.9901287925779192,11.265467593891014
2026-01-23 05:40:00+00:00,orders-api,505.56,30333.6,650,0.021428383047182004,0.978571616952818,11.469118871719969
2026-01-23 05:41:00+00:00,orders-api,492.71000000000004,29562.600000000002,255,0.00862576363378052,0.9913742363662195,11.550421691457831
2026-01-23 05:42:00+00:00,orders-api,507.61,30456.600000000002,554,0.018189817642153095,0.9818101823578469,11.645734188600544
2026-01-23 05:43:00+00:00,orders-api,505.78999999999996,30347.399999999998,229,0.007545951218226273,0.9924540487817737,11.581477000073482
2026-01-23 05:44:00+00:00,orders-api,525.86,31551.600000000002,129,0.004088540676225611,0.9959114593237743,11.439786206667309
2026-01-23 05:45:00+00:00,orders-api,493.31999999999994,29599.199999999997,353,0.011925997999945946,0.988074002000054,11.553164532429927
2026-01-23 05:46:00+00:00,orders-api,497.05,29823.0,450,0.015089025248968917,0.9849109747510311,11.601003705496018
2026-01-23 05:47:00+00:00,orders-api,495.33000000000004,29719.800000000003,298,0.010026985376752198,0.9899730146232478,11.519622359299689
2026-01-23 05:48:00+00:00,orders-api,496.29999999999995,29777.999999999996,187,0.006279803882060582,0.9937201961179394,11.337228148778697
2026-01-23 05:49:00+00:00,orders-api,519.14,31148.399999999998,119,0.003820420952601097,0.996179579047399,11.34562150123967
2026-01-23 05:50:00+00:00,orders-api,481.59000000000003,28895.4,389,0.013462350408715573,0.9865376495912844,11.477780773701582
2026-01-23 05:51:00+00:00,orders-api,452.84000000000003,27170.4,346,0.012734446309218855,0.9872655536907812,11.549896091370274
2026-01-23 05:52:00+00:00,orders-api,514.53,30871.8,397,0.012859632415343453,0.9871403675846565,11.383931954133553
2026-01-23 05:53:00+00:00,orders-api,515.34,30920.4,364,0.011772163361405415,0.9882278366385946,11.37843884096201
2026-01-23 05:54:00+00:00,orders-api,503.45,30207.0,74,0.002449763299897375,0.9975502367001027,11.222129010223483
2026-01-23 05:55:00+00:00,orders-api,507.66,30459.600000000002,243,0.00797778040420754,0.9920222195957925,11.096313994024372
2026-01-23 05:56:00+00:00,orders-api,510.64,30638.399999999998,190,0.006201368217661497,0.9937986317823385,11.109771027049486
2026-01-23 05:57:00+00:00,orders-api,482.72,28963.2,121,0.00417771516959452,0.9958222848304055,10.982026197890184
2026-01-23 05:58:00+00:00,orders-api,485.76,29145.6,257,0.008817797540623628,0.9911822024593764,10.879498007904902
2026-01-23 05:59:00+00:00,orders-api,506.66999999999996,30400.199999999997,410,0.013486753376622524,0.9865132466233775,10.916817604770847
2026-01-23 06:00:00+00:00,orders-api,469.93,28195.8,473,0.016775548131281966,0.983224451868718,11.034836924278302
2026-01-23 06:01:00+00:00,orders-api,528.06,31683.6,532,0.016791021222335847,0.9832089787776641,11.2040593175571
2026-01-23 06:02:00+00:00,orders-api,465.95000000000005,27957.000000000004,116,0.004149229173373395,0.9958507708266267,11.100789564996031
2026-01-23 06:03:00+00:00,orders-api,520.6800000000001,31240.800000000003,309,0.009890911884458784,0.9901090881155412,11.202415825459704
2026-01-23 06:04:00+00:00,orders-api,524.87,31492.2,313,0.009938969014549635,0.9900610309854504,11.231214979004777
2026-01-23 06:05:00+00:00,orders-api,508.97,30538.2,277,0.009070606650031763,0.9909293933499682,11.170217900544392
2026-01-23 06:06:00+00:00,orders-api,530.14,31808.399999999998,465,0.01461877994492021,0.9853812200550798,11.231616969757617
2026-01-23 06:07:00+00:00,orders-api,555.9300000000001,33355.8,274,0.008214463451633599,0.9917855365483664,11.268688555439718
2026-01-23 06:08:00+00:00,orders-api,538.21,32292.600000000002,532,0.01647436254745669,0.9835256374525433,11.278775843209916
2026-01-23 06:09:00+00:00,orders-api,466.22,27973.2,223,0.007971915976720576,0.9920280840232795,11.220840581019226
2026-01-23 06:10:00+00:00,orders-api,465.86,27951.600000000002,180,0.006439702915038852,0.9935602970849612,11.072887171112487
2026-01-23 06:11:00+00:00,orders-api,492.88,29572.8,1097,0.03709489801439161,0.9629051019856084,11.605110217913014
2026-01-23 06:12:00+00:00,orders-api,499.69,29981.4,234,0.007804839000180111,0.9921951609998199,11.596784471445103
2026-01-23 06:13:00+00:00,orders-api,518.99,31139.4,274,0.008799141923094214,0.9912008580769058,11.62027077361812
2026-01-23 06:14:00+00:00,orders-api,487.22,29233.2,323,0.011049081181670155,0.9889509188183299,11.654915604957898
2026-01-23 06:15:00+00:00,orders-api,493.18,29590.8,325,0.01098314340943807,0.9890168565905619,11.584024400468929
2026-01-23 06:16:00+00:00,orders-api,494.32000000000005,29659.200000000004,441,0.014868910826994658,0.9851310891730053,11.689096632420496
2026-01-23 06:17:00+00:00,orders-api,498.1,29886.0,457,0.015291440808405273,0.9847085591915947,11.770778487580419
2026-01-23 06:18:00+00:00,orders-api,448.27,26896.199999999997,239,0.008886013637614236,0.9911139863623858,11.756081325689797
2026-01-23 06:19:00+00:00,orders-api,480.98,28858.800000000003,196,0.006791689190125715,0.9932083108098743,11.741163166515786
2026-01-23 06:20:00+00:00,orders-api,466.56,27993.6,515,0.018397062185642434,0.9816029378143576,11.801342687841219
2026-01-23 06:21:00+00:00,orders-api,478.13,28687.8,481,0.01676670919345506,0.983233290806545,11.997193274712284
2026-01-23 06:22:00+00:00,orders-api,526.52,31591.199999999997,289,0.009148117197194156,0.9908518828028059,11.855197819282715
2026-01-23 06:23:00+00:00,orders-api,468.25,28095.0,174,0.006193272824345969,0.993806727175654,11.8798290873673
2026-01-23 06:24:00+00:00,orders-api,563.23,33793.8,179,0.005296829595961389,0.9947031704040387,11.81254701380715
2026-01-23 06:25:00+00:00,orders-api,523.48,31408.800000000003,106,0.0033748503604085476,0.9966251496395915,11.490627029918207
2026-01-23 06:26:00+00:00,orders-api,519.63,31177.8,336,0.010776898947327907,0.9892231010526721,11.594734686379415
2026-01-23 06:27:00+00:00,orders-api,494.30999999999995,29658.6,242,0.008159522027337772,0.9918404779726623,11.320631083965957
2026-01-23 06:28:00+00:00,orders-api,514.96,30897.600000000002,233,0.00754103878618404,0.9924589612138159,11.282451270071148
2026-01-23 06:29:00+00:00,orders-api,502.49,30149.4,611,0.02026574326520594,0.9797342567347941,11.260455238370614
2026-01-23 06:30:00+00:00,orders-api,508.02,30481.199999999997,470,0.015419340445914205,0.9845806595540858,11.243881673420203
2026-01-23 06:31:00+00:00,orders-api,551.51,33090.6,125,0.0037775078118861554,0.9962224921881139,11.096274634793632
2026-01-23 06:32:00+00:00,orders-api,510.6,30636.0,200,0.006528267397832615,0.9934717326021674,10.754052156119432
2026-01-23 06:33:00+00:00,orders-api,522.95,31377.000000000004,170,0.0054179813238996715,0.9945820186761003,10.630023553279123
2026-01-23 06:34:00+00:00,orders-api,485.97,29158.2,212,0.007270682003690214,0.9927293179963098,10.50749109177988
2026-01-23 06:35:00+00:00,orders-api,509.09000000000003,30545.4,138,0.00451786521047359,0.9954821347895264,10.40772375397194
2026-01-23 06:36:00+00:00,orders-api,545.27,32716.199999999997,404,0.012348622395021427,0.9876513776049786,10.435767386901828
2026-01-23 06:37:00+00:00,orders-api,498.17,29890.2,156,0.005219101913001586,0.9947808980869984,10.382676188458985
2026-01-23 06:38:00+00:00,orders-api,550.64,33038.4,234,0.007082667441522592,0.9929173325584774,10.43730694722146
2026-01-23 06:39:00+00:00,orders-api,510.39,30623.399999999998,349,0.011396513777046311,0.9886034862229537,10.462728719804216
2026-01-23 06:40:00+00:00,orders-api,476.1,28566.0,118,0.004130784849121333,0.9958692151508787,10.174435416503206
2026-01-23 06:41:00+00:00,orders-api,521.61,31296.600000000002,124,0.003962091728813993,0.996037908271186,10.096707551420431
2026-01-23 06:42:00+00:00,orders-api,523.51,31410.6,394,0.01254353625846052,0.9874564637415395,10.00260286169222
2026-01-23 06:43:00+00:00,orders-api,516.06,30963.6,344,0.011109819271660918,0.9888901807283391,10.062000662582797
2026-01-23 06:44:00+00:00,orders-api,458.71,27522.6,329,0.011953812503179206,0.9880461874968208,10.193088526365358
2026-01-23 06:45:00+00:00,orders-api,489.99,29399.4,126,0.004285801751056144,0.9957141982489438,10.065751922217194
2026-01-23 06:46:00+00:00,orders-api,497.49,29849.4,544,0.01822482193946947,0.9817751780605305,10.118015200392204
2026-01-23 06:47:00+00:00,orders-api,492.43,29545.8,325,0.010999871386119178,0.9890001286138809,10.134229967214987
2026-01-23 06:48:00+00:00,orders-api,507.86,30471.600000000002,308,0.010107772483230287,0.9898922275167698,10.198029443901149
2026-01-23 06:49:00+00:00,orders-api,502.74,30164.4,237,0.007856943947169511,0.9921430560528305,10.265304827143957
2026-01-23 06:50:00+00:00,orders-api,459.15999999999997,27549.6,520,0.01887504718761797,0.981124952812382,10.355516440125662
2026-01-23 06:51:00+00:00,orders-api,515.44,30926.4,445,0.014389000982978942,0.9856109990170211,10.383092351354998
2026-01-23 06:52:00+00:00,orders-api,515.89,30953.399999999998,441,0.014247223245265464,0.9857527767547345,10.406218865187029
2026-01-23 06:53:00+00:00,orders-api,507.66999999999996,30460.199999999997,138,0.00453050209781945,0.9954694979021805,10.285524510793932
2026-01-23 06:54:00+00:00,orders-api,505.99,30359.4,205,0.006752439112762439,0.9932475608872375,10.357235774341683
2026-01-23 06:55:00+00:00,orders-api,524.66,31479.6,437,0.01388200612460133,0.9861179938753987,10.455639536348245
2026-01-23 06:56:00+00:00,orders-api,509.5,30570.0,153,0.005004906771344455,0.9949950932286555,10.435698512242961
2026-01-23 06:57:00+00:00,orders-api,486.74,29204.4,657,0.022496610099847967,0.9775033899001521,10.741013427747184
2026-01-23 06:58:00+00:00,orders-api,456.2,27372.0,181,0.00661259681426275,0.9933874031857373,10.704260082307837
2026-01-23 06:59:00+00:00,orders-api,505.15999999999997,30309.6,629,0.020752500857814028,0.979247499142186,10.825355873661028
2026-01-23 07:00:00+00:00,orders-api,501.62,30097.2,697,0.02315830043990803,0.9768416995600919,10.931735078804795
2026-01-23 07:01:00+00:00,orders-api,514.4200000000001,30865.200000000004,681,0.02206368337156409,0.9779363166284359,11.019612781291933
2026-01-23 07:02:00+00:00,orders-api,482.35,28941.0,152,0.005252064545109015,0.9947479354548909,11.03799337082086
2026-01-23 07:03:00+00:00,orders-api,470.89,28253.399999999998,106,0.0037517608500215907,0.9962482391499784,10.935674186913573
2026-01-23 07:04:00+00:00,orders-api,529.73,31783.800000000003,160,0.005034011037069198,0.9949659889629308,10.8539248872889
2026-01-23 07:05:00+00:00,orders-api,511.15999999999997,30669.6,142,0.00462999191381694,0.995370008086183,10.779914641685318
2026-01-23 07:06:00+00:00,orders-api,511.29,30677.4,742,0.02418718665858254,0.9758128133414175,10.939388086913024
2026-01-23 07:07:00+00:00,orders-api,496.53,29791.8,176,0.005907665867789123,0.9940923341322109,10.900941460515616
2026-01-23 07:08:00+00:00,orders-api,498.38,29902.8,360,0.012039006380673381,0.9879609936193267,10.827018857735894
2026-01-23 07:09:00+00:00,orders-api,524.5,31470.0,364,0.011566571337782015,0.988433428662218,10.886929780420253
2026-01-23 07:10:00+00:00,orders-api,466.85,28011.0,446,0.0159223162329085,0.9840776837670915,11.04497333571808
2026-01-23 07:11:00+00:00,orders-api,480.85,28851.0,176,0.0061003084815084395,0.9938996915184916,10.528396843503362
2026-01-23 07:12:00+00:00,orders-api,484.12,29047.2,277,0.009536203145225701,0.9904637968547743,10.557252912587455
2026-01-23 07:13:00+00:00,orders-api,474.71000000000004,28482.600000000002,89,0.0031247147381208173,0.9968752852618792,10.46267912617123
2026-01-23 07:14:00+00:00,orders-api,497.35,29841.0,373,0.01249958111323347,0.9875004188867665,10.486854125030618
2026-01-23 07:15:00+00:00,orders-api,498.59,29915.399999999998,310,0.010362555740521605,0.9896374442594784,10.476510997215346
2026-01-23 07:16:00+00:00,orders-api,476.46,28587.6,299,0.010459080160629084,0.9895409198393709,10.403013819442585
2026-01-23 07:17:00+00:00,orders-api,527.98,31678.800000000003,117,0.0036933217167316942,0.9963066782832684,10.209711834581361
2026-01-23 07:18:00+00:00,orders-api,468.38,28102.8,169,0.0060136356519635056,0.9939863643480364,10.161838868153847
2026-01-23 07:19:00+00:00,orders-api,474.87,28492.2,563,0.019759793908508294,0.9802402060914917,10.377973946793558
2026-01-23 07:20:00+00:00,orders-api,486.23,29173.800000000003,207,0.007095407523188614,0.9929045924768114,10.189613035752659
